Position, Run #1
Time ( s )	Position ( m )
0,0046	1,567
0,1046	1,597
0,2047	1,617
0,3048	1,640
0,4049	1,673
0,5049	1,687
0,6050	1,712
0,7051	1,749
0,8051	1,758
0,9052	1,784
1,0052	1,805
1,1053	1,827
1,2054	1,841
1,3054	1,860
1,4055	1,884
1,5055	1,905
1,6056	1,916
1,7056	1,910
1,8055	1,904
1,9055	1,898
2,0055	1,892
2,1055	1,885
2,2055	1,879
2,3054	1,870
2,4054	1,863
2,5054	1,856
2,6054	1,849
2,7054	1,842
2,8053	1,837
2,9053	1,830
3,0053	1,823
3,1053	1,815
3,2053	1,808
