Angular Position, Run #57
Time ( s )	Angular Position ( rad )
0,0000	0,881
0,0400	0,771
0,0800	0,642
0,1200	0,493
0,1600	0,330
0,2000	0,156
0,2400	-0,028
0,2800	-0,217
0,3200	-0,404
0,3600	-0,589
0,4000	-0,765
0,4400	-0,931
0,4800	-1,082
0,5200	-1,214
0,5600	-1,324
0,6000	-1,409
0,6400	-1,467
0,6800	-1,499
0,7200	-1,500
0,7600	-1,472
0,8000	-1,415
0,8400	-1,332
0,8800	-1,224
0,9200	-1,093
0,9600	-0,942
1,0000	-0,776
1,0400	-0,597
1,0800	-0,408
1,1200	-0,215
1,1600	-0,022
1,2000	0,170
1,2400	0,353
1,2800	0,525
1,3200	0,682
1,3600	0,822
1,4000	0,938
1,4400	1,032
1,4800	1,096
1,5200	1,136
1,5600	1,145
1,6000	1,123
1,6400	1,074
1,6800	0,997
1,7200	0,895
1,7600	0,770
1,8000	0,624
1,8400	0,459
1,8800	0,280
1,9200	0,090
1,9600	-0,107
2,0000	-0,306
2,0400	-0,503
2,0800	-0,694
2,1200	-0,877
2,1600	-1,045
2,2000	-1,195
2,2400	-1,324
2,2800	-1,428
2,3200	-1,505
2,3600	-1,554
2,4000	-1,571
2,4400	-1,558
2,4800	-1,516
2,5200	-1,444
2,5600	-1,343
2,6000	-1,217
2,6400	-1,071
2,6800	-0,905
2,7200	-0,724
2,7600	-0,531
2,8000	-0,330
2,8400	-0,126
2,8800	0,077
2,9200	0,275
2,9600	0,462
3,0000	0,638
3,0400	0,793
3,0800	0,930
3,1200	1,041
3,1600	1,126
3,2000	1,183
3,2400	1,210
3,2800	1,206
3,3200	1,172
3,3600	1,107
3,4000	1,015
3,4400	0,895
3,4800	0,754
3,5200	0,591
3,5600	0,412
3,6000	0,217
3,6400	0,016
3,6800	-0,193
3,7200	-0,401
3,7600	-0,605
3,8000	-0,801
3,8400	-0,985
3,8800	-1,153
3,9200	-1,301
3,9600	-1,425
4,0000	-1,521
4,0400	-1,588
4,0800	-1,624
4,1200	-1,629
4,1600	-1,601
4,2000	-1,543
4,2400	-1,455
4,2800	-1,338
4,3200	-1,197
4,3600	-1,035
4,4000	-0,855
4,4400	-0,660
4,4800	-0,454
4,5200	-0,243
4,5600	-0,031
4,6000	0,178
4,6400	0,380
4,6800	0,569
4,7200	0,743
4,7600	0,897
4,8000	1,029
4,8400	1,133
4,8800	1,208
4,9200	1,253
4,9600	1,266
5,0000	1,249
5,0400	1,199
5,0800	1,118
5,1200	1,010
5,1600	0,877
5,2000	0,718
5,2400	0,542
5,2800	0,347
5,3200	0,143
5,3600	-0,071
5,4000	-0,286
5,4400	-0,501
5,4800	-0,708
5,5200	-0,908
5,5600	-1,092
5,6000	-1,258
5,6400	-1,400
5,6800	-1,516
5,7200	-1,602
5,7600	-1,659
5,8000	-1,682
5,8400	-1,673
5,8800	-1,630
5,9200	-1,557
5,9600	-1,453
6,0000	-1,321
6,0400	-1,166
6,0800	-0,988
6,1200	-0,795
6,1600	-0,587
6,2000	-0,372
6,2400	-0,152
6,2800	0,066
6,3200	0,280
6,3600	0,485
6,4000	0,675
6,4400	0,847
6,4800	0,996
6,5200	1,120
6,5600	1,216
6,6000	1,280
6,6400	1,315
6,6800	1,315
6,7200	1,280
6,7600	1,216
6,8000	1,120
6,8400	0,996
6,8800	0,845
6,9200	0,674
6,9600	0,482
7,0000	0,276
7,0400	0,061
7,0800	-0,162
7,1200	-0,383
7,1600	-0,603
7,2000	-0,815
7,2400	-1,015
7,2800	-1,197
7,3200	-1,359
7,3600	-1,494
7,4000	-1,601
7,4400	-1,676
7,4800	-1,720
7,5200	-1,729
7,5600	-1,706
7,6000	-1,648
7,6400	-1,558
7,6800	-1,437
7,7200	-1,291
7,7600	-1,122
7,8000	-0,931
7,8400	-0,724
7,8800	-0,507
7,9200	-0,283
7,9600	-0,055
8,0000	0,168
8,0400	0,385
8,0800	0,591
8,1200	0,779
8,1600	0,947
8,2000	1,090
8,2400	1,206
8,2800	1,291
8,3200	1,345
8,3600	1,363
8,4000	1,349
8,4400	1,302
8,4800	1,221
8,5200	1,109
8,5600	0,969
8,6000	0,804
8,6400	0,619
8,6800	0,415
8,7200	0,198
8,7600	-0,028
8,8000	-0,258
8,8400	-0,485
8,8800	-0,708
8,9200	-0,922
8,9600	-1,120
9,0000	-1,299
9,0400	-1,455
9,0800	-1,582
9,1200	-1,679
9,1600	-1,744
9,2000	-1,773
9,2400	-1,769
9,2800	-1,728
9,3200	-1,656
9,3600	-1,549
9,4000	-1,414
9,4400	-1,252
9,4800	-1,068
9,5200	-0,866
9,5600	-0,649
9,6000	-0,421
9,6400	-0,188
9,6800	0,044
9,7200	0,270
9,7600	0,489
9,8000	0,693
9,8400	0,878
9,8800	1,040
9,9200	1,177
9,9600	1,283
10,0000	1,357
10,0400	1,398
10,0800	1,403
10,1200	1,373
10,1600	1,310
10,2000	1,214
10,2400	1,087
10,2800	0,933
10,3200	0,754
10,3600	0,554
10,4000	0,341
10,4400	0,115
10,4800	-0,119
10,5200	-0,355
10,5600	-0,587
10,6000	-0,812
10,6400	-1,024
10,6800	-1,219
