Angular Position, Run #55
Time ( s )	Angular Position ( rad )
0,0000	0,214
0,0400	0,185
0,0800	0,149
0,1200	0,110
0,1600	0,066
0,2000	0,019
0,2400	-0,031
0,2800	-0,083
0,3200	-0,134
0,3600	-0,185
0,4000	-0,236
0,4400	-0,284
0,4800	-0,330
0,5200	-0,372
0,5600	-0,410
0,6000	-0,441
0,6400	-0,468
0,6800	-0,490
0,7200	-0,504
0,7600	-0,512
0,8000	-0,514
0,8400	-0,509
0,8800	-0,496
0,9200	-0,476
0,9600	-0,452
1,0000	-0,421
1,0400	-0,385
1,0800	-0,346
1,1200	-0,302
1,1600	-0,254
1,2000	-0,206
1,2400	-0,157
1,2800	-0,107
1,3200	-0,057
1,3600	-0,008
1,4000	0,038
1,4400	0,080
1,4800	0,121
1,5200	0,156
1,5600	0,187
1,6000	0,212
1,6400	0,231
1,6800	0,243
1,7200	0,250
1,7600	0,251
1,8000	0,245
1,8400	0,232
1,8800	0,214
1,9200	0,188
1,9600	0,160
2,0000	0,124
2,0400	0,086
2,0800	0,044
2,1200	-0,002
2,1600	-0,047
2,2000	-0,096
2,2400	-0,145
2,2800	-0,192
2,3200	-0,239
2,3600	-0,283
2,4000	-0,324
2,4400	-0,361
2,4800	-0,396
2,5200	-0,424
2,5600	-0,449
2,6000	-0,467
2,6400	-0,479
2,6800	-0,485
2,7200	-0,485
2,7600	-0,479
2,8000	-0,467
2,8400	-0,448
2,8800	-0,424
2,9200	-0,394
2,9600	-0,361
3,0000	-0,324
3,0400	-0,284
3,0800	-0,242
3,1200	-0,196
3,1600	-0,152
3,2000	-0,107
3,2400	-0,061
3,2800	-0,017
3,3200	0,025
3,3600	0,064
3,4000	0,101
3,4400	0,132
3,4800	0,160
3,5200	0,184
3,5600	0,201
3,6000	0,214
3,6400	0,220
3,6800	0,221
3,7200	0,217
3,7600	0,206
3,8000	0,190
3,8400	0,168
3,8800	0,141
3,9200	0,112
3,9600	0,077
4,0000	0,038
4,0400	-0,003
4,0800	-0,046
4,1200	-0,090
4,1600	-0,134
4,2000	-0,178
4,2400	-0,221
4,2800	-0,262
4,3200	-0,302
4,3600	-0,338
4,4000	-0,371
4,4400	-0,399
4,4800	-0,423
4,5200	-0,441
4,5600	-0,454
4,6000	-0,462
4,6400	-0,463
4,6800	-0,460
4,7200	-0,449
4,7600	-0,435
4,8000	-0,415
4,8400	-0,390
4,8800	-0,360
4,9200	-0,327
4,9600	-0,291
5,0000	-0,251
5,0400	-0,210
5,0800	-0,168
5,1200	-0,126
5,1600	-0,083
5,2000	-0,041
5,2400	0,000
5,2800	0,039
5,3200	0,075
5,3600	0,108
5,4000	0,137
5,4400	0,162
5,4800	0,181
5,5200	0,196
5,5600	0,206
5,6000	0,209
5,6400	0,207
5,6800	0,199
5,7200	0,187
5,7600	0,170
5,8000	0,148
5,8400	0,119
5,8800	0,088
5,9200	0,053
5,9600	0,014
6,0000	-0,027
6,0400	-0,069
6,0800	-0,113
6,1200	-0,156
6,1600	-0,198
6,2000	-0,240
6,2400	-0,280
6,2800	-0,317
6,3200	-0,352
6,3600	-0,382
6,4000	-0,408
6,4400	-0,429
6,4800	-0,445
6,5200	-0,456
6,5600	-0,460
6,6000	-0,460
6,6400	-0,454
6,6800	-0,441
6,7200	-0,424
6,7600	-0,402
6,8000	-0,374
6,8400	-0,344
6,8800	-0,308
6,9200	-0,270
6,9600	-0,229
7,0000	-0,187
7,0400	-0,145
7,0800	-0,101
7,1200	-0,058
7,1600	-0,014
7,2000	0,025
7,2400	0,064
7,2800	0,099
7,3200	0,130
7,3600	0,159
7,4000	0,181
7,4400	0,198
7,4800	0,210
7,5200	0,217
7,5600	0,218
7,6000	0,212
7,6400	0,203
7,6800	0,185
7,7200	0,163
7,7600	0,137
7,8000	0,105
7,8400	0,071
7,8800	0,031
7,9200	-0,009
7,9600	-0,053
8,0000	-0,099
8,0400	-0,145
8,0800	-0,188
8,1200	-0,232
8,1600	-0,275
8,2000	-0,316
8,2400	-0,352
8,2800	-0,385
8,3200	-0,415
8,3600	-0,438
8,4000	-0,456
8,4400	-0,468
8,4800	-0,476
8,5200	-0,476
8,5600	-0,471
8,6000	-0,460
8,6400	-0,443
8,6800	-0,419
8,7200	-0,393
8,7600	-0,360
8,8000	-0,324
8,8400	-0,284
8,8800	-0,240
8,9200	-0,196
8,9600	-0,151
9,0000	-0,104
9,0400	-0,058
9,0800	-0,014
9,1200	0,030
9,1600	0,071
9,2000	0,108
9,2400	0,141
9,2800	0,171
9,3200	0,195
9,3600	0,214
9,4000	0,228
9,4400	0,234
9,4800	0,236
9,5200	0,229
9,5600	0,218
9,6000	0,201
9,6400	0,178
9,6800	0,149
9,7200	0,116
9,7600	0,079
9,8000	0,038
9,8400	-0,006
9,8800	-0,052
9,9200	-0,101
9,9600	-0,148
10,0000	-0,196
10,0400	-0,242
10,0800	-0,286
10,1200	-0,328
10,1600	-0,368
10,2000	-0,402
10,2400	-0,430
10,2800	-0,456
10,3200	-0,474
10,3600	-0,487
10,4000	-0,493
10,4400	-0,493
10,4800	-0,485
10,5200	-0,473
10,5600	-0,454
10,6000	-0,429
10,6400	-0,399
10,6800	-0,366
10,7200	-0,327
10,7600	-0,284
