Position2, Run #6
Time ( s )	Position ( m )
0,0505	0,164
0,1505	0,168
0,2505	0,168
0,3505	0,168
0,4505	0,168
0,5505	0,168
0,6505	0,168
0,7505	0,168
0,8505	0,168
0,9505	0,168
1,0505	0,168
1,1505	0,168
1,2505	0,168
1,3505	0,168
1,4505	0,168
1,5505	0,168
1,6505	0,168
1,7505	0,168
1,8505	0,168
1,9505	0,168
2,0505	0,168
2,1505	0,168
2,2505	0,168
2,3505	0,168
2,4505	0,168
2,5505	0,168
2,6505	0,185
2,7507	0,244
2,8509	0,303
2,9511	0,369
3,0513	0,434
3,1515	0,499
3,2516	0,567
3,3518	0,632
3,4520	0,699
3,5521	0,737
3,6522	0,746
3,7522	0,753
3,8522	0,760
3,9522	0,767
4,0522	0,774
4,1523	0,780
4,2523	0,787
4,3523	0,794
4,4523	0,801
4,5523	0,807
4,6524	0,814
