Position2, Run #3
Time ( s )	Position ( m )
0,0505	0,169
0,1505	0,172
0,2505	0,172
0,3505	0,172
0,4505	0,172
0,5505	0,172
0,6505	0,172
0,7505	0,172
0,8505	0,172
0,9505	0,172
1,0505	0,172
1,1505	0,172
1,2505	0,172
1,3505	0,172
1,4505	0,172
1,5505	0,172
1,6505	0,172
1,7505	0,172
1,8505	0,172
1,9505	0,172
2,0505	0,172
2,1505	0,172
2,2505	0,172
2,3505	0,172
2,4505	0,172
2,5505	0,172
2,6505	0,172
2,7505	0,172
2,8505	0,172
2,9505	0,172
3,0505	0,172
3,1505	0,172
3,2505	0,172
3,3505	0,172
3,4505	0,172
3,5505	0,172
3,6505	0,172
3,7505	0,172
3,8505	0,172
3,9505	0,172
4,0505	0,172
4,1505	0,172
4,2507	0,225
4,3508	0,275
4,4510	0,339
4,5512	0,402
4,6514	0,466
4,7515	0,530
4,8517	0,595
4,9519	0,659
5,0521	0,717
5,1521	0,737
5,2522	0,744
5,3522	0,751
5,4522	0,758
5,5522	0,765
5,6522	0,771
5,7523	0,778
5,8523	0,784
5,9523	0,791
6,0523	0,797
6,1523	0,803
6,2524	0,810
6,3524	0,818
6,4524	0,825
6,5524	0,831
6,6524	0,837
6,7525	0,843
6,8525	0,850
6,9525	0,856
7,0525	0,862
7,1525	0,868
7,2525	0,874
7,3526	0,877
7,4526	0,883
7,5526	0,889
7,6526	0,895
7,7526	0,901
7,8526	0,907
7,9527	0,914
8,0527	0,920
8,1527	0,926
8,2526	0,910
8,3525	0,870
8,4524	0,825
8,5523	0,777
8,6521	0,731
8,7520	0,683
8,8519	0,637
8,9517	0,591
9,0516	0,543
9,1514	0,498
9,2513	0,452
9,3512	0,407
9,4511	0,363
9,5509	0,318
