Position, Run #8
Time ( s )	Position ( m )
0,0034	1,164
0,1034	1,163
0,2034	1,163
0,3034	1,163
0,4034	1,163
0,5034	1,163
0,6034	1,164
0,7034	1,167
0,8034	1,170
0,9034	1,171
1,0034	1,166
1,1034	1,171
1,2034	1,169
1,3034	1,175
1,4034	1,174
1,5034	1,178
1,6034	1,175
1,7034	1,175
1,8034	1,174
1,9034	1,174
2,0034	1,174
2,1034	1,175
2,2034	1,178
2,3034	1,174
2,4034	1,165
2,5034	1,169
2,6034	1,168
2,7034	1,168
2,8034	1,166
2,9034	1,165
3,0034	1,169
3,1034	1,173
3,2034	1,173
3,3034	1,173
3,4034	1,174
3,5034	1,170
3,6034	1,173
3,7033	1,152
3,8032	1,088
3,9030	1,019
4,0028	0,951
4,1026	0,882
4,2024	0,814
4,3022	0,747
4,4020	0,679
4,5018	0,613
4,6016	0,547
4,7014	0,481
4,8012	0,416
