Position2, Run #5
Time ( s )	Position ( m )
0,0505	0,175
0,1505	0,175
0,2505	0,174
0,3505	0,173
0,4505	0,173
0,5505	0,172
0,6505	0,171
0,7505	0,171
0,8505	0,172
0,9505	0,172
1,0505	0,172
1,1505	0,173
1,2505	0,173
1,3505	0,173
1,4505	0,174
1,5505	0,174
1,6505	0,174
1,7505	0,175
1,8505	0,175
1,9505	0,175
2,0505	0,175
2,1506	0,208
2,2507	0,247
2,3509	0,293
2,4510	0,343
2,5511	0,393
2,6513	0,443
2,7514	0,492
2,8516	0,542
2,9517	0,594
3,0519	0,644
3,1520	0,692
3,2521	0,724
3,3521	0,730
3,4521	0,735
3,5521	0,739
3,6522	0,743
3,7522	0,748
3,8522	0,752
3,9522	0,756
4,0522	0,760
4,1522	0,764
4,2522	0,768
4,3522	0,772
4,4523	0,776
4,5523	0,779
4,6523	0,783
4,7523	0,787
