Angular Position, Run #47
Time ( s )	Angular Position ( rad )
0,0000	-0,815
0,0400	-0,746
0,0800	-0,664
0,1200	-0,572
0,1600	-0,470
0,2000	-0,360
0,2400	-0,245
0,2800	-0,127
0,3200	-0,011
0,3600	0,105
0,4000	0,217
0,4400	0,322
0,4800	0,419
0,5200	0,506
0,5600	0,580
0,6000	0,641
0,6400	0,685
0,6800	0,716
0,7200	0,729
0,7600	0,727
0,8000	0,708
0,8400	0,674
0,8800	0,625
0,9200	0,564
0,9600	0,490
1,0000	0,407
1,0400	0,314
1,0800	0,218
1,1200	0,116
1,1600	0,013
1,2000	-0,091
1,2400	-0,192
1,2800	-0,289
1,3200	-0,379
1,3600	-0,460
1,4000	-0,534
1,4400	-0,594
1,4800	-0,642
1,5200	-0,677
1,5600	-0,699
1,6000	-0,705
1,6400	-0,699
1,6800	-0,679
1,7200	-0,644
1,7600	-0,598
1,8000	-0,543
1,8400	-0,479
1,8800	-0,408
1,9200	-0,331
1,9600	-0,250
2,0000	-0,168
2,0400	-0,086
2,0800	-0,006
2,1200	0,071
2,1600	0,143
2,2000	0,207
2,2400	0,264
2,2800	0,311
2,3200	0,349
2,3600	0,375
2,4000	0,391
2,4400	0,394
2,4800	0,388
2,5200	0,369
2,5600	0,341
2,6000	0,303
2,6400	0,258
2,6800	0,206
2,7200	0,148
2,7600	0,085
2,8000	0,020
2,8400	-0,044
2,8800	-0,108
2,9200	-0,170
2,9600	-0,228
3,0000	-0,280
3,0400	-0,325
3,0800	-0,363
3,1200	-0,391
3,1600	-0,410
3,2000	-0,419
3,2400	-0,419
3,2800	-0,410
3,3200	-0,390
3,3600	-0,361
3,4000	-0,324
3,4400	-0,280
3,4800	-0,231
3,5200	-0,176
3,5600	-0,119
3,6000	-0,060
3,6400	0,000
3,6800	0,058
3,7200	0,115
3,7600	0,167
3,8000	0,212
3,8400	0,251
3,8800	0,284
3,9200	0,308
3,9600	0,322
4,0000	0,327
4,0400	0,320
4,0800	0,306
4,1200	0,281
4,1600	0,247
4,2000	0,203
4,2400	0,152
4,2800	0,096
4,3200	0,033
4,3600	-0,033
4,4000	-0,102
4,4400	-0,171
4,4800	-0,240
4,5200	-0,306
4,5600	-0,369
4,6000	-0,426
4,6400	-0,476
4,6800	-0,517
4,7200	-0,550
4,7600	-0,572
4,8000	-0,583
4,8400	-0,584
4,8800	-0,572
4,9200	-0,550
4,9600	-0,517
5,0000	-0,473
5,0400	-0,419
5,0800	-0,358
5,1200	-0,291
5,1600	-0,217
5,2000	-0,140
5,2400	-0,058
5,2800	0,024
5,3200	0,105
5,3600	0,184
5,4000	0,259
5,4400	0,330
5,4800	0,393
5,5200	0,446
5,5600	0,492
5,6000	0,526
5,6400	0,548
5,6800	0,559
5,7200	0,558
5,7600	0,543
5,8000	0,517
5,8400	0,478
5,8800	0,429
5,9200	0,369
5,9600	0,302
6,0000	0,226
6,0400	0,145
6,0800	0,058
6,1200	-0,031
6,1600	-0,121
6,2000	-0,209
6,2400	-0,295
6,2800	-0,379
6,3200	-0,454
6,3600	-0,523
6,4000	-0,583
6,4400	-0,633
6,4800	-0,671
6,5200	-0,697
6,5600	-0,712
6,6000	-0,712
6,6400	-0,701
6,6800	-0,677
6,7200	-0,641
6,7600	-0,594
6,8000	-0,537
6,8400	-0,473
6,8800	-0,402
6,9200	-0,324
6,9600	-0,242
7,0000	-0,159
7,0400	-0,074
7,0800	0,011
7,1200	0,093
7,1600	0,170
7,2000	0,242
7,2400	0,308
7,2800	0,366
7,3200	0,415
7,3600	0,454
7,4000	0,482
7,4400	0,500
7,4800	0,504
7,5200	0,500
7,5600	0,484
7,6000	0,457
7,6400	0,421
7,6800	0,375
7,7200	0,322
7,7600	0,264
7,8000	0,199
7,8400	0,132
7,8800	0,063
7,9200	-0,008
7,9600	-0,079
8,0000	-0,146
8,0400	-0,209
8,0800	-0,270
8,1200	-0,322
8,1600	-0,369
8,2000	-0,408
8,2400	-0,440
8,2800	-0,460
8,3200	-0,473
8,3600	-0,478
8,4000	-0,473
8,4400	-0,459
8,4800	-0,438
8,5200	-0,410
8,5600	-0,377
8,6000	-0,338
8,6400	-0,295
8,6800	-0,248
8,7200	-0,201
8,7600	-0,154
8,8000	-0,105
8,8400	-0,060
8,8800	-0,016
8,9200	0,025
8,9600	0,061
9,0000	0,093
9,0400	0,119
9,0800	0,140
9,1200	0,154
9,1600	0,160
9,2000	0,162
9,2400	0,157
9,2800	0,148
9,3200	0,130
9,3600	0,110
9,4000	0,086
9,4400	0,058
9,4800	0,028
9,5200	-0,003
9,5600	-0,036
9,6000	-0,068
9,6400	-0,097
9,6800	-0,126
9,7200	-0,151
9,7600	-0,171
9,8000	-0,188
9,8400	-0,201
9,8800	-0,209
9,9200	-0,210
9,9600	-0,209
10,0000	-0,201
10,0400	-0,188
10,0800	-0,170
10,1200	-0,149
10,1600	-0,124
10,2000	-0,096
10,2400	-0,068
10,2800	-0,036
10,3200	-0,006
10,3600	0,025
10,4000	0,053
10,4400	0,080
10,4800	0,104
10,5200	0,124
10,5600	0,138
10,6000	0,149
10,6400	0,156
10,6800	0,156
10,7200	0,149
10,7600	0,137
10,8000	0,119
10,8400	0,096
10,8800	0,068
10,9200	0,036
10,9600	0,000
11,0000	-0,039
11,0400	-0,082
11,0800	-0,124
11,1200	-0,168
11,1600	-0,210
11,2000	-0,251
11,2400	-0,291
11,2800	-0,325
11,3200	-0,357
11,3600	-0,383
11,4000	-0,402
11,4400	-0,416
11,4800	-0,423
11,5200	-0,423
11,5600	-0,416
11,6000	-0,401
11,6400	-0,379
11,6800	-0,350
11,7200	-0,314
11,7600	-0,273
11,8000	-0,228
11,8400	-0,178
11,8800	-0,126
11,9200	-0,069
11,9600	-0,014
12,0000	0,042
12,0400	0,099
12,0800	0,151
12,1200	0,201
12,1600	0,248
12,2000	0,289
