Angular Position, Run #42
Time ( s )	Angular Position ( rad )
0,0000	-0,308
0,0400	-0,292
0,0800	-0,273
0,1200	-0,251
0,1600	-0,226
0,2000	-0,198
0,2400	-0,170
0,2800	-0,140
0,3200	-0,108
0,3600	-0,077
0,4000	-0,044
0,4400	-0,014
0,4800	0,017
0,5200	0,047
0,5600	0,074
0,6000	0,099
0,6400	0,121
0,6800	0,140
0,7200	0,156
0,7600	0,168
0,8000	0,178
0,8400	0,184
0,8800	0,185
0,9200	0,182
0,9600	0,176
1,0000	0,167
1,0400	0,154
1,0800	0,137
1,1200	0,116
1,1600	0,094
1,2000	0,069
1,2400	0,042
1,2800	0,014
1,3200	-0,016
1,3600	-0,046
1,4000	-0,077
1,4400	-0,108
1,4800	-0,138
1,5200	-0,168
1,5600	-0,196
1,6000	-0,221
1,6400	-0,247
1,6800	-0,267
1,7200	-0,284
1,7600	-0,300
1,8000	-0,311
1,8400	-0,319
1,8800	-0,322
1,9200	-0,322
1,9600	-0,319
2,0000	-0,313
2,0400	-0,302
2,0800	-0,287
2,1200	-0,272
2,1600	-0,253
2,2000	-0,231
2,2400	-0,207
2,2800	-0,181
2,3200	-0,154
2,3600	-0,126
2,4000	-0,097
2,4400	-0,069
2,4800	-0,041
2,5200	-0,013
2,5600	0,014
2,6000	0,039
2,6400	0,063
2,6800	0,085
2,7200	0,104
2,7600	0,121
2,8000	0,135
2,8400	0,146
2,8800	0,154
2,9200	0,157
2,9600	0,159
3,0000	0,157
3,0400	0,152
3,0800	0,143
3,1200	0,132
3,1600	0,118
3,2000	0,101
3,2400	0,082
3,2800	0,061
3,3200	0,038
3,3600	0,013
3,4000	-0,013
3,4400	-0,039
3,4800	-0,066
3,5200	-0,093
3,5600	-0,119
3,6000	-0,146
3,6400	-0,170
3,6800	-0,193
3,7200	-0,215
3,7600	-0,236
3,8000	-0,253
3,8400	-0,267
3,8800	-0,280
3,9200	-0,287
3,9600	-0,294
4,0000	-0,297
4,0400	-0,295
4,0800	-0,292
4,1200	-0,286
4,1600	-0,276
4,2000	-0,264
4,2400	-0,250
4,2800	-0,232
4,3200	-0,214
4,3600	-0,193
4,4000	-0,171
4,4400	-0,148
4,4800	-0,123
4,5200	-0,097
4,5600	-0,072
4,6000	-0,047
4,6400	-0,022
4,6800	0,002
4,7200	0,025
4,7600	0,047
4,8000	0,068
4,8400	0,086
4,8800	0,102
4,9200	0,116
4,9600	0,129
5,0000	0,137
5,0400	0,143
5,0800	0,146
5,1200	0,146
5,1600	0,143
5,2000	0,138
5,2400	0,129
5,2800	0,118
5,3200	0,104
5,3600	0,086
5,4000	0,068
5,4400	0,046
5,4800	0,024
5,5200	-0,002
5,5600	-0,027
5,6000	-0,053
5,6400	-0,082
5,6800	-0,108
5,7200	-0,135
5,7600	-0,162
5,8000	-0,187
5,8400	-0,210
5,8800	-0,232
5,9200	-0,253
5,9600	-0,270
6,0000	-0,284
6,0400	-0,295
6,0800	-0,303
6,1200	-0,308
6,1600	-0,309
6,2000	-0,308
6,2400	-0,303
6,2800	-0,294
6,3200	-0,281
6,3600	-0,267
6,4000	-0,248
6,4400	-0,229
6,4800	-0,206
6,5200	-0,182
6,5600	-0,156
6,6000	-0,127
6,6400	-0,099
6,6800	-0,071
6,7200	-0,042
6,7600	-0,014
6,8000	0,013
6,8400	0,039
6,8800	0,064
6,9200	0,088
6,9600	0,108
7,0000	0,126
7,0400	0,141
7,0800	0,154
7,1200	0,163
7,1600	0,168
7,2000	0,170
7,2400	0,168
7,2800	0,163
7,3200	0,154
7,3600	0,143
7,4000	0,127
7,4400	0,108
7,4800	0,088
7,5200	0,064
7,5600	0,039
7,6000	0,011
7,6400	-0,017
7,6800	-0,047
7,7200	-0,079
7,7600	-0,108
7,8000	-0,140
7,8400	-0,168
7,8800	-0,196
7,9200	-0,223
7,9600	-0,248
8,0000	-0,270
8,0400	-0,289
8,0800	-0,305
8,1200	-0,316
8,1600	-0,325
8,2000	-0,330
8,2400	-0,330
8,2800	-0,327
8,3200	-0,320
8,3600	-0,309
8,4000	-0,295
8,4400	-0,278
8,4800	-0,258
8,5200	-0,234
8,5600	-0,209
8,6000	-0,181
8,6400	-0,152
8,6800	-0,123
8,7200	-0,091
8,7600	-0,061
8,8000	-0,031
8,8400	-0,002
8,8800	0,028
8,9200	0,055
8,9600	0,080
9,0000	0,104
9,0400	0,123
9,0800	0,140
9,1200	0,154
9,1600	0,165
9,2000	0,171
9,2400	0,174
9,2800	0,174
9,3200	0,170
9,3600	0,162
9,4000	0,151
9,4400	0,135
9,4800	0,118
9,5200	0,099
9,5600	0,075
9,6000	0,050
9,6400	0,024
9,6800	-0,003
9,7200	-0,033
9,7600	-0,063
9,8000	-0,091
9,8400	-0,121
9,8800	-0,151
9,9200	-0,179
9,9600	-0,204
10,0000	-0,229
10,0400	-0,251
10,0800	-0,270
10,1200	-0,286
10,1600	-0,300
10,2000	-0,309
10,2400	-0,316
10,2800	-0,317
10,3200	-0,317
10,3600	-0,313
10,4000	-0,305
10,4400	-0,292
10,4800	-0,278
10,5200	-0,261
10,5600	-0,242
10,6000	-0,220
10,6400	-0,195
10,6800	-0,170
10,7200	-0,143
10,7600	-0,115
10,8000	-0,088
10,8400	-0,060
10,8800	-0,031
10,9200	-0,005
10,9600	0,020
11,0000	0,046
11,0400	0,068
11,0800	0,088
11,1200	0,105
11,1600	0,121
11,2000	0,134
11,2400	0,143
11,2800	0,149
11,3200	0,152
11,3600	0,152
11,4000	0,149
11,4400	0,141
11,4800	0,132
11,5200	0,119
11,5600	0,105
11,6000	0,088
11,6400	0,069
11,6800	0,047
11,7200	0,025
11,7600	0,000
11,8000	-0,025
11,8400	-0,050
11,8800	-0,077
11,9200	-0,104
11,9600	-0,129
12,0000	-0,156
12,0400	-0,179
12,0800	-0,203
12,1200	-0,223
12,1600	-0,242
12,2000	-0,259
12,2400	-0,272
12,2800	-0,283
12,3200	-0,291
12,3600	-0,297
12,4000	-0,297
12,4400	-0,297
12,4800	-0,292
12,5200	-0,284
12,5600	-0,273
12,6000	-0,261
12,6400	-0,245
12,6800	-0,228
12,7200	-0,207
12,7600	-0,185
12,8000	-0,162
12,8400	-0,138
12,8800	-0,112
12,9200	-0,086
12,9600	-0,061
13,0000	-0,036
13,0400	-0,011
13,0800	0,013
13,1200	0,036
13,1600	0,058
13,2000	0,077
13,2400	0,094
13,2800	0,110
13,3200	0,123
13,3600	0,132
13,4000	0,138
13,4400	0,143
13,4800	0,143
13,5200	0,141
13,5600	0,137
13,6000	0,129
13,6400	0,118
13,6800	0,104
13,7200	0,088
13,7600	0,069
13,8000	0,050
13,8400	0,028
13,8800	0,005
13,9200	-0,020
13,9600	-0,047
14,0000	-0,072
14,0400	-0,101
14,0800	-0,127
14,1200	-0,152
14,1600	-0,178
14,2000	-0,201
14,2400	-0,223
14,2800	-0,243
14,3200	-0,261
14,3600	-0,276
14,4000	-0,289
14,4400	-0,298
14,4800	-0,303
14,5200	-0,306
14,5600	-0,305
14,6000	-0,302
14,6400	-0,294
14,6800	-0,283
14,7200	-0,269
14,7600	-0,253
14,8000	-0,234
