Angular Position, Run #40
Time ( s )	Angular Position ( rad )
0,0000	-0,099
0,0400	-0,085
0,0800	-0,071
0,1200	-0,057
0,1600	-0,042
0,2000	-0,030
0,2400	-0,016
0,2800	-0,005
0,3200	0,008
0,3600	0,017
0,4000	0,027
0,4400	0,035
0,4800	0,041
0,5200	0,046
0,5600	0,050
0,6000	0,053
0,6400	0,055
0,6800	0,055
0,7200	0,055
0,7600	0,053
0,8000	0,053
0,8400	0,052
0,8800	0,049
0,9200	0,046
0,9600	0,042
1,0000	0,041
1,0400	0,038
1,0800	0,035
1,1200	0,030
1,1600	0,027
1,2000	0,022
1,2400	0,019
1,2800	0,014
1,3200	0,009
1,3600	0,003
1,4000	-0,002
1,4400	-0,008
1,4800	-0,014
1,5200	-0,022
1,5600	-0,030
1,6000	-0,038
1,6400	-0,047
1,6800	-0,055
1,7200	-0,066
1,7600	-0,075
1,8000	-0,086
1,8400	-0,097
1,8800	-0,107
1,9200	-0,118
1,9600	-0,129
2,0000	-0,140
2,0400	-0,149
2,0800	-0,160
2,1200	-0,168
2,1600	-0,178
2,2000	-0,184
2,2400	-0,192
2,2800	-0,196
2,3200	-0,201
2,3600	-0,204
2,4000	-0,206
2,4400	-0,206
2,4800	-0,206
2,5200	-0,204
2,5600	-0,201
2,6000	-0,196
2,6400	-0,192
2,6800	-0,184
2,7200	-0,176
2,7600	-0,167
2,8000	-0,157
2,8400	-0,148
2,8800	-0,135
2,9200	-0,123
2,9600	-0,112
3,0000	-0,097
3,0400	-0,085
3,0800	-0,072
3,1200	-0,060
3,1600	-0,046
3,2000	-0,033
3,2400	-0,020
3,2800	-0,009
3,3200	0,002
3,3600	0,013
3,4000	0,022
3,4400	0,030
3,4800	0,038
3,5200	0,044
3,5600	0,049
3,6000	0,052
3,6400	0,055
3,6800	0,057
3,7200	0,058
3,7600	0,058
3,8000	0,057
3,8400	0,055
3,8800	0,053
3,9200	0,050
3,9600	0,047
4,0000	0,046
4,0400	0,041
4,0800	0,038
4,1200	0,035
4,1600	0,030
4,2000	0,025
4,2400	0,020
4,2800	0,014
4,3200	0,009
4,3600	0,003
4,4000	-0,005
4,4400	-0,011
4,4800	-0,019
4,5200	-0,028
4,5600	-0,036
4,6000	-0,046
4,6400	-0,055
4,6800	-0,066
4,7200	-0,077
4,7600	-0,086
4,8000	-0,097
4,8400	-0,108
4,8800	-0,119
4,9200	-0,130
4,9600	-0,141
5,0000	-0,151
5,0400	-0,160
5,0800	-0,168
5,1200	-0,178
5,1600	-0,184
5,2000	-0,190
5,2400	-0,195
5,2800	-0,199
5,3200	-0,203
5,3600	-0,204
5,4000	-0,204
5,4400	-0,204
5,4800	-0,203
5,5200	-0,198
5,5600	-0,195
5,6000	-0,188
5,6400	-0,182
5,6800	-0,174
5,7200	-0,167
5,7600	-0,157
5,8000	-0,148
5,8400	-0,137
5,8800	-0,124
5,9200	-0,113
5,9600	-0,101
