Angular Position, Run #43
Time ( s )	Angular Position ( rad )
0,0000	-0,616
0,0400	-0,567
0,0800	-0,507
0,1200	-0,440
0,1600	-0,364
0,2000	-0,281
0,2400	-0,195
0,2800	-0,105
0,3200	-0,014
0,3600	0,075
0,4000	0,163
0,4400	0,248
0,4800	0,327
0,5200	0,397
0,5600	0,460
0,6000	0,512
0,6400	0,553
0,6800	0,581
0,7200	0,597
0,7600	0,598
0,8000	0,587
0,8400	0,562
0,8800	0,525
0,9200	0,476
0,9600	0,415
1,0000	0,346
1,0400	0,267
1,0800	0,181
1,1200	0,088
1,1600	-0,006
1,2000	-0,104
1,2400	-0,201
1,2800	-0,295
1,3200	-0,386
1,3600	-0,473
1,4000	-0,551
1,4400	-0,620
1,4800	-0,679
1,5200	-0,726
1,5600	-0,759
1,6000	-0,778
1,6400	-0,784
1,6800	-0,774
1,7200	-0,751
1,7600	-0,713
1,8000	-0,663
1,8400	-0,602
1,8800	-0,529
1,9200	-0,448
1,9600	-0,357
2,0000	-0,261
2,0400	-0,162
2,0800	-0,060
2,1200	0,041
2,1600	0,141
2,2000	0,237
2,2400	0,327
2,2800	0,410
2,3200	0,482
2,3600	0,545
2,4000	0,595
2,4400	0,633
2,4800	0,657
2,5200	0,664
2,5600	0,658
2,6000	0,636
2,6400	0,602
2,6800	0,551
2,7200	0,490
2,7600	0,418
2,8000	0,336
2,8400	0,245
2,8800	0,148
2,9200	0,047
2,9600	-0,058
3,0000	-0,162
3,0400	-0,265
3,0800	-0,366
3,1200	-0,460
3,1600	-0,547
3,2000	-0,625
3,2400	-0,691
3,2800	-0,746
3,3200	-0,787
3,3600	-0,812
3,4000	-0,825
3,4400	-0,820
3,4800	-0,801
3,5200	-0,768
3,5600	-0,719
3,6000	-0,660
3,6400	-0,587
3,6800	-0,504
3,7200	-0,413
3,7600	-0,316
3,8000	-0,215
3,8400	-0,110
3,8800	-0,003
3,9200	0,101
3,9600	0,201
4,0000	0,297
4,0400	0,385
4,0800	0,465
4,1200	0,534
4,1600	0,591
4,2000	0,633
4,2400	0,663
4,2800	0,677
4,3200	0,677
4,3600	0,661
4,4000	0,631
4,4400	0,587
4,4800	0,529
4,5200	0,460
4,5600	0,382
4,6000	0,292
4,6400	0,198
4,6800	0,097
4,7200	-0,008
4,7600	-0,112
4,8000	-0,217
4,8400	-0,319
4,8800	-0,416
4,9200	-0,506
4,9600	-0,587
5,0000	-0,660
5,0400	-0,719
5,0800	-0,765
5,1200	-0,798
5,1600	-0,817
5,2000	-0,820
5,2400	-0,807
5,2800	-0,781
5,3200	-0,738
5,3600	-0,685
5,4000	-0,619
5,4400	-0,542
