Angular Position, Run #45
Time ( s )	Angular Position ( rad )
0,0000	-1,079
0,0400	-1,010
0,0800	-0,919
0,1200	-0,809
0,1600	-0,682
0,2000	-0,540
0,2400	-0,390
0,2800	-0,229
0,3200	-0,064
0,3600	0,101
0,4000	0,264
0,4400	0,421
0,4800	0,570
0,5200	0,707
0,5600	0,826
0,6000	0,928
0,6400	1,008
0,6800	1,067
0,7200	1,100
0,7600	1,109
0,8000	1,093
0,8400	1,054
0,8800	0,990
0,9200	0,903
0,9600	0,796
1,0000	0,671
1,0400	0,529
1,0800	0,374
1,1200	0,209
1,1600	0,038
1,2000	-0,138
1,2400	-0,313
1,2800	-0,482
1,3200	-0,646
1,3600	-0,796
1,4000	-0,935
1,4400	-1,052
1,4800	-1,150
1,5200	-1,225
1,5600	-1,274
1,6000	-1,296
1,6400	-1,291
1,6800	-1,260
1,7200	-1,202
1,7600	-1,118
1,8000	-1,012
1,8400	-0,883
1,8800	-0,737
1,9200	-0,576
1,9600	-0,404
2,0000	-0,223
2,0400	-0,038
2,0800	0,148
2,1200	0,330
2,1600	0,506
2,2000	0,671
2,2400	0,820
2,2800	0,952
2,3200	1,063
2,3600	1,151
2,4000	1,214
2,4400	1,249
2,4800	1,257
2,5200	1,236
2,5600	1,188
2,6000	1,112
2,6400	1,012
2,6800	0,888
2,7200	0,745
2,7600	0,583
2,8000	0,407
2,8400	0,220
2,8800	0,025
2,9200	-0,171
2,9600	-0,366
3,0000	-0,556
3,0400	-0,737
3,0800	-0,905
3,1200	-1,056
3,1600	-1,186
3,2000	-1,291
3,2400	-1,370
3,2800	-1,420
3,3200	-1,440
3,3600	-1,431
3,4000	-1,390
3,4400	-1,321
3,4800	-1,224
3,5200	-1,100
3,5600	-0,955
3,6000	-0,790
3,6400	-0,609
3,6800	-0,416
3,7200	-0,214
3,7600	-0,008
3,8000	0,198
3,8400	0,399
3,8800	0,592
3,9200	0,773
3,9600	0,936
4,0000	1,079
4,0400	1,199
4,0800	1,291
4,1200	1,357
4,1600	1,392
4,2000	1,395
4,2400	1,368
4,2800	1,312
4,3200	1,224
4,3600	1,109
4,4000	0,969
4,4400	0,807
4,4800	0,628
4,5200	0,432
4,5600	0,226
4,6000	0,013
4,6400	-0,204
4,6800	-0,418
4,7200	-0,625
4,7600	-0,823
4,8000	-1,005
4,8400	-1,167
4,8800	-1,307
4,9200	-1,418
4,9600	-1,502
5,0000	-1,554
5,0400	-1,572
5,0800	-1,558
5,1200	-1,511
5,1600	-1,433
5,2000	-1,323
5,2400	-1,186
5,2800	-1,024
5,3200	-0,844
5,3600	-0,644
5,4000	-0,432
5,4400	-0,210
5,4800	0,014
5,5200	0,239
5,5600	0,457
5,6000	0,666
5,6400	0,861
5,6800	1,038
5,7200	1,192
5,7600	1,319
5,8000	1,418
5,8400	1,488
5,8800	1,522
5,9200	1,524
5,9600	1,489
6,0000	1,423
6,0400	1,326
6,0800	1,197
6,1200	1,043
6,1600	0,866
6,2000	0,666
6,2400	0,452
6,2800	0,228
6,3200	-0,005
6,3600	-0,239
6,4000	-0,470
6,4400	-0,693
6,4800	-0,905
6,5200	-1,100
6,5600	-1,274
6,6000	-1,420
6,6400	-1,538
6,6800	-1,624
6,7200	-1,676
6,7600	-1,692
6,8000	-1,674
6,8400	-1,619
6,8800	-1,530
6,9200	-1,409
6,9600	-1,260
7,0000	-1,084
7,0400	-0,886
7,0800	-0,671
7,1200	-0,441
7,1600	-0,203
7,2000	0,039
7,2400	0,281
7,2800	0,515
7,3200	0,740
7,3600	0,949
7,4000	1,136
7,4400	1,299
7,4800	1,434
7,5200	1,536
7,5600	1,607
7,6000	1,640
7,6400	1,637
7,6800	1,598
7,7200	1,522
7,7600	1,414
7,8000	1,272
7,8400	1,103
7,8800	0,909
7,9200	0,694
7,9600	0,463
8,0000	0,220
8,0400	-0,028
8,0800	-0,280
8,1200	-0,526
8,1600	-0,765
8,2000	-0,990
8,2400	-1,195
8,2800	-1,378
8,3200	-1,532
8,3600	-1,652
8,4000	-1,740
8,4400	-1,791
8,4800	-1,805
8,5200	-1,780
8,5600	-1,717
8,6000	-1,616
8,6400	-1,484
8,6800	-1,321
8,7200	-1,131
8,7600	-0,917
8,8000	-0,685
8,8400	-0,440
8,8800	-0,185
8,9200	0,074
8,9600	0,330
9,0000	0,580
9,0400	0,815
9,0800	1,035
9,1200	1,232
9,1600	1,401
9,2000	1,541
9,2400	1,646
9,2800	1,715
9,3200	1,747
9,3600	1,739
9,4000	1,692
9,4400	1,608
9,4800	1,488
9,5200	1,334
9,5600	1,150
9,6000	0,939
9,6400	0,708
9,6800	0,462
9,7200	0,204
9,7600	-0,061
9,8000	-0,327
9,8400	-0,587
9,8800	-0,837
9,9200	-1,074
9,9600	-1,288
10,0000	-1,477
10,0400	-1,635
10,0800	-1,759
10,1200	-1,847
10,1600	-1,894
10,2000	-1,904
10,2400	-1,872
10,2800	-1,800
10,3200	-1,690
10,3600	-1,546
10,4000	-1,370
10,4400	-1,164
10,4800	-0,936
10,5200	-0,690
10,5600	-0,427
10,6000	-0,157
10,6400	0,115
10,6800	0,385
10,7200	0,647
10,7600	0,895
10,8000	1,123
10,8400	1,327
10,8800	1,503
10,9200	1,646
10,9600	1,751
11,0000	1,819
11,0400	1,846
11,0800	1,832
11,1200	1,777
11,1600	1,682
11,2000	1,549
11,2400	1,381
11,2800	1,183
11,3200	0,960
11,3600	0,713
11,4000	0,451
11,4400	0,178
11,4800	-0,102
11,5200	-0,382
11,5600	-0,655
11,6000	-0,916
11,6400	-1,161
11,6800	-1,382
11,7200	-1,576
11,7600	-1,737
11,8000	-1,861
11,8400	-1,948
11,8800	-1,992
11,9200	-1,995
11,9600	-1,956
12,0000	-1,874
12,0400	-1,753
12,0800	-1,596
12,1200	-1,406
12,1600	-1,188
12,2000	-0,944
12,2400	-0,680
12,2800	-0,405
12,3200	-0,121
12,3600	0,165
12,4000	0,448
12,4400	0,719
12,4800	0,977
12,5200	1,213
12,5600	1,422
12,6000	1,601
12,6400	1,745
12,6800	1,850
12,7200	1,913
12,7600	1,935
12,8000	1,913
12,8400	1,849
12,8800	1,742
12,9200	1,598
12,9600	1,417
13,0000	1,205
13,0400	0,966
13,0800	0,705
13,1200	0,429
13,1600	0,143
13,2000	-0,149
13,2400	-0,440
13,2800	-0,724
13,3200	-0,994
13,3600	-1,246
13,4000	-1,472
13,4400	-1,668
13,4800	-1,830
13,5200	-1,954
13,5600	-2,037
13,6000	-2,077
13,6400	-2,073
13,6800	-2,025
13,7200	-1,934
13,7600	-1,802
13,8000	-1,632
13,8400	-1,429
13,8800	-1,199
13,9200	-0,942
13,9600	-0,666
14,0000	-0,379
14,0400	-0,083
14,0800	0,214
14,1200	0,506
14,1600	0,787
14,2000	1,051
14,2400	1,293
14,2800	1,506
14,3200	1,685
