Position, Run #1
Time ( s )	Position ( m )
4,9200E-4	0,169
0,1005	0,172
0,2005	0,172
0,3005	0,173
0,4005	0,173
0,5005	0,173
0,6005	0,174
0,7005	0,174
0,8005	0,174
0,9005	0,174
1,0005	0,171
1,1005	0,174
1,2005	0,174
1,3005	0,174
1,4005	0,171
1,5005	0,170
1,6005	0,170
1,7005	0,169
1,8005	0,170
1,9005	0,170
2,0005	0,170
2,1005	0,170
2,2005	0,170
2,3005	0,170
2,4005	0,170
2,5005	0,170
2,6005	0,173
2,7005	0,170
2,8005	0,170
2,9005	0,181
3,0007	0,248
3,1009	0,305
3,2011	0,373
3,3013	0,440
3,4015	0,508
3,5017	0,575
3,6019	0,645
3,7021	0,712
3,8023	0,780
3,9025	0,849
4,0027	0,912
4,1029	0,981
4,2030	1,047
4,3032	1,116
4,4034	1,182
4,5036	1,250
4,6038	1,318
4,7040	1,374
4,8042	1,442
4,9044	1,509
5,0046	1,580
5,1212	7,297
5,2209	7,204
5,3173	5,938
5,4210	7,240
5,5212	7,301
5,6056	1,917
5,7055	1,900
5,8055	1,882
5,9054	1,868
6,0054	1,850
6,1053	1,837
6,2053	1,821
6,3052	1,805
