Angular Position, 8.75
Time ( s )	Angular Position ( rad )
0,0000	0,658
0,0200	0,718
0,0400	0,773
0,0600	0,825
0,0800	0,872
0,1000	0,914
0,1200	0,950
0,1400	0,982
0,1600	1,008
0,1800	1,027
0,2000	1,041
0,2200	1,049
0,2400	1,051
0,2600	1,046
0,2800	1,037
0,3000	1,019
0,3200	0,996
0,3400	0,968
0,3600	0,933
0,3800	0,894
0,4000	0,850
0,4200	0,800
0,4400	0,748
0,4600	0,688
0,4800	0,627
0,5000	0,561
0,5200	0,492
0,5400	0,421
0,5600	0,347
0,5800	0,270
0,6000	0,193
0,6200	0,115
0,6400	0,035
0,6600	-0,044
0,6800	-0,124
0,7000	-0,201
0,7200	-0,280
0,7400	-0,355
0,7600	-0,427
0,7800	-0,500
0,8000	-0,567
0,8200	-0,631
0,8400	-0,691
0,8600	-0,748
0,8800	-0,801
0,9000	-0,847
0,9200	-0,889
0,9400	-0,924
0,9600	-0,953
0,9800	-0,979
1,0000	-0,996
1,0200	-1,008
1,0400	-1,013
1,0600	-1,012
1,0800	-1,005
1,1000	-0,991
1,1200	-0,972
1,1400	-0,947
1,1600	-0,916
1,1800	-0,880
1,2000	-0,837
1,2200	-0,790
1,2400	-0,738
1,2600	-0,682
1,2800	-0,620
1,3000	-0,558
1,3200	-0,489
1,3400	-0,418
1,3600	-0,344
1,3800	-0,269
1,4000	-0,190
1,4200	-0,112
1,4400	-0,031
1,4600	0,047
1,4800	0,127
1,5000	0,207
1,5200	0,284
1,5400	0,360
1,5600	0,435
1,5800	0,507
1,6000	0,576
1,6200	0,642
1,6400	0,705
1,6600	0,763
1,6800	0,818
1,7000	0,867
1,7200	0,913
1,7400	0,952
1,7600	0,985
1,7800	1,013
1,8000	1,037
1,8200	1,052
1,8400	1,063
1,8600	1,067
1,8800	1,065
1,9000	1,056
1,9200	1,041
1,9400	1,021
1,9600	0,994
1,9800	0,961
2,0000	0,924
2,0200	0,880
2,0400	0,833
2,0600	0,779
2,0800	0,723
2,1000	0,661
2,1200	0,597
2,1400	0,528
2,1600	0,457
2,1800	0,383
2,2000	0,306
2,2200	0,228
2,2400	0,151
2,2600	0,069
2,2800	-0,011
2,3000	-0,091
2,3200	-0,170
2,3400	-0,248
2,3600	-0,325
2,3800	-0,401
2,4000	-0,471
2,4200	-0,542
2,4400	-0,608
2,4600	-0,671
2,4800	-0,729
2,5000	-0,784
2,5200	-0,833
2,5400	-0,877
2,5600	-0,914
2,5800	-0,947
2,6000	-0,974
2,6200	-0,994
2,6400	-1,008
2,6600	-1,016
2,6800	-1,018
2,7000	-1,013
2,7200	-1,002
2,7400	-0,985
2,7600	-0,961
2,7800	-0,933
2,8000	-0,897
2,8200	-0,858
2,8400	-0,812
2,8600	-0,762
2,8800	-0,707
2,9000	-0,647
2,9200	-0,584
2,9400	-0,517
2,9600	-0,446
2,9800	-0,374
3,0000	-0,298
3,0200	-0,220
3,0400	-0,141
3,0600	-0,063
3,0800	0,017
3,1000	0,097
3,1200	0,178
3,1400	0,256
3,1600	0,333
3,1800	0,408
3,2000	0,481
3,2200	0,551
3,2400	0,617
3,2600	0,682
3,2800	0,743
3,3000	0,798
3,3200	0,850
3,3400	0,895
3,3600	0,938
3,3800	0,974
3,4000	1,004
3,4200	1,027
3,4400	1,046
3,4600	1,059
3,4800	1,065
3,5000	1,065
3,5200	1,059
3,5400	1,046
3,5600	1,027
3,5800	1,002
3,6000	0,971
3,6200	0,936
3,6400	0,894
3,6600	0,848
3,6800	0,796
3,7000	0,740
3,7200	0,680
3,7400	0,616
3,7600	0,548
3,7800	0,479
3,8000	0,405
3,8200	0,330
3,8400	0,253
3,8600	0,176
3,8800	0,096
3,9000	0,016
3,9200	-0,064
3,9400	-0,145
3,9600	-0,223
3,9800	-0,300
4,0000	-0,375
4,0200	-0,448
4,0400	-0,518
4,0600	-0,584
4,0800	-0,649
4,1000	-0,708
4,1200	-0,765
4,1400	-0,815
4,1600	-0,859
4,1800	-0,900
4,2000	-0,935
4,2200	-0,961
4,2400	-0,985
4,2600	-1,001
4,2800	-1,010
4,3000	-1,013
4,3200	-1,010
4,3400	-1,001
4,3600	-0,985
4,3800	-0,963
4,4000	-0,936
4,4200	-0,903
4,4400	-0,866
4,4600	-0,822
4,4800	-0,771
4,5000	-0,719
4,5200	-0,660
4,5400	-0,598
4,5600	-0,533
4,5800	-0,463
4,6000	-0,391
4,6200	-0,317
4,6400	-0,240
4,6600	-0,162
4,6800	-0,083
4,7000	-0,005
4,7200	0,075
4,7400	0,154
4,7600	0,232
4,7800	0,309
4,8000	0,385
4,8200	0,457
4,8400	0,528
4,8600	0,595
4,8800	0,660
4,9000	0,721
4,9200	0,778
4,9400	0,829
4,9600	0,877
4,9800	0,919
5,0000	0,955
5,0200	0,986
5,0400	1,013
5,0600	1,032
5,0800	1,046
5,1000	1,054
5,1200	1,056
5,1400	1,051
5,1600	1,040
5,1800	1,023
5,2000	0,999
5,2200	0,969
5,2400	0,936
5,2600	0,895
5,2800	0,850
5,3000	0,801
5,3200	0,746
5,3400	0,688
5,3600	0,625
5,3800	0,559
5,4000	0,492
5,4200	0,419
5,4400	0,346
5,4600	0,270
5,4800	0,192
5,5000	0,113
5,5200	0,035
5,5400	-0,044
5,5600	-0,124
5,5800	-0,201
5,6000	-0,278
5,6200	-0,353
5,6400	-0,426
5,6600	-0,496
5,6800	-0,564
5,7000	-0,628
5,7200	-0,688
5,7400	-0,745
5,7600	-0,795
5,7800	-0,840
5,8000	-0,881
5,8200	-0,916
5,8400	-0,946
5,8600	-0,969
5,8800	-0,986
5,9000	-0,997
5,9200	-1,002
5,9400	-1,001
5,9600	-0,993
5,9800	-0,979
6,0000	-0,960
6,0200	-0,935
6,0400	-0,903
6,0600	-0,866
6,0800	-0,823
6,1000	-0,778
6,1200	-0,726
6,1400	-0,669
6,1600	-0,608
6,1800	-0,545
6,2000	-0,478
6,2200	-0,407
6,2400	-0,335
6,2600	-0,259
6,2800	-0,184
6,3000	-0,107
6,3200	-0,030
6,3400	0,049
6,3600	0,127
6,3800	0,204
6,4000	0,280
6,4200	0,353
6,4400	0,427
6,4600	0,498
6,4800	0,564
6,5000	0,628
6,5200	0,690
6,5400	0,746
6,5600	0,800
6,5800	0,847
6,6000	0,891
6,6200	0,928
6,6400	0,961
6,6600	0,988
6,6800	1,008
6,7000	1,024
6,7200	1,034
6,7400	1,037
6,7600	1,034
6,7800	1,024
6,8000	1,010
6,8200	0,988
6,8400	0,961
6,8600	0,930
6,8800	0,892
6,9000	0,848
6,9200	0,801
6,9400	0,749
6,9600	0,693
6,9800	0,631
7,0000	0,567
7,0200	0,501
7,0400	0,432
7,0600	0,360
7,0800	0,284
7,1000	0,209
7,1200	0,132
