Angular Position, 6.3
Time ( s )	Angular Position ( rad )
0,0000	0,107
0,0200	0,104
0,0400	0,102
0,0600	0,097
0,0800	0,094
0,1000	0,090
0,1200	0,086
0,1400	0,082
0,1600	0,077
0,1800	0,071
0,2000	0,064
0,2200	0,060
0,2400	0,053
0,2600	0,047
0,2800	0,039
0,3000	0,033
0,3200	0,025
0,3400	0,017
0,3600	0,009
0,3800	0,002
0,4000	-0,006
0,4200	-0,016
0,4400	-0,025
0,4600	-0,035
0,4800	-0,044
0,5000	-0,053
0,5200	-0,063
0,5400	-0,074
0,5600	-0,083
0,5800	-0,093
0,6000	-0,104
0,6200	-0,113
0,6400	-0,124
0,6600	-0,134
0,6800	-0,143
0,7000	-0,154
0,7200	-0,162
0,7400	-0,171
0,7600	-0,181
0,7800	-0,187
0,8000	-0,195
0,8200	-0,203
0,8400	-0,209
0,8600	-0,215
0,8800	-0,220
0,9000	-0,226
0,9200	-0,231
0,9400	-0,234
0,9600	-0,237
0,9800	-0,239
1,0000	-0,242
1,0200	-0,242
1,0400	-0,243
1,0600	-0,243
1,0800	-0,242
1,1000	-0,240
1,1200	-0,239
1,1400	-0,237
1,1600	-0,234
1,1800	-0,231
1,2000	-0,226
1,2200	-0,223
1,2400	-0,218
1,2600	-0,212
1,2800	-0,207
1,3000	-0,201
1,3200	-0,193
1,3400	-0,187
1,3600	-0,181
1,3800	-0,171
1,4000	-0,163
1,4200	-0,156
1,4400	-0,146
1,4600	-0,137
1,4800	-0,129
1,5000	-0,118
1,5200	-0,108
1,5400	-0,099
1,5600	-0,088
1,5800	-0,077
1,6000	-0,068
1,6200	-0,057
1,6400	-0,046
1,6600	-0,036
1,6800	-0,025
1,7000	-0,014
1,7200	-0,005
1,7400	0,006
1,7600	0,016
1,7800	0,025
1,8000	0,033
1,8200	0,042
1,8400	0,052
1,8600	0,058
1,8800	0,066
1,9000	0,074
1,9200	0,080
1,9400	0,086
1,9600	0,091
1,9800	0,096
2,0000	0,101
2,0200	0,104
2,0400	0,107
2,0600	0,110
2,0800	0,112
2,1000	0,113
2,1200	0,113
2,1400	0,113
2,1600	0,113
2,1800	0,112
2,2000	0,110
2,2200	0,108
2,2400	0,107
2,2600	0,104
2,2800	0,102
2,3000	0,099
2,3200	0,096
2,3400	0,093
2,3600	0,088
2,3800	0,083
2,4000	0,080
2,4200	0,075
2,4400	0,069
2,4600	0,064
2,4800	0,058
2,5000	0,052
2,5200	0,046
2,5400	0,039
2,5600	0,031
2,5800	0,025
2,6000	0,017
2,6200	0,009
2,6400	0,002
2,6600	-0,006
2,6800	-0,016
2,7000	-0,025
2,7200	-0,035
2,7400	-0,044
2,7600	-0,053
2,7800	-0,063
2,8000	-0,072
2,8200	-0,082
2,8400	-0,093
2,8600	-0,104
2,8800	-0,113
2,9000	-0,123
2,9200	-0,132
2,9400	-0,143
2,9600	-0,152
2,9800	-0,162
3,0000	-0,170
3,0200	-0,179
3,0400	-0,187
3,0600	-0,195
3,0800	-0,201
3,1000	-0,207
3,1200	-0,214
3,1400	-0,220
3,1600	-0,225
3,1800	-0,229
3,2000	-0,232
3,2200	-0,236
3,2400	-0,237
3,2600	-0,239
3,2800	-0,240
3,3000	-0,240
3,3200	-0,240
3,3400	-0,240
3,3600	-0,239
3,3800	-0,237
3,4000	-0,236
3,4200	-0,232
3,4400	-0,229
3,4600	-0,226
3,4800	-0,221
3,5000	-0,217
3,5200	-0,212
3,5400	-0,206
3,5600	-0,199
3,5800	-0,193
3,6000	-0,187
3,6200	-0,181
3,6400	-0,173
3,6600	-0,163
3,6800	-0,156
3,7000	-0,148
3,7200	-0,138
3,7400	-0,129
3,7600	-0,119
3,7800	-0,110
3,8000	-0,101
3,8200	-0,090
3,8400	-0,080
3,8600	-0,069
3,8800	-0,058
3,9000	-0,049
3,9200	-0,038
3,9400	-0,027
3,9600	-0,017
3,9800	-0,006
4,0000	0,003
4,0200	0,013
4,0400	0,022
4,0600	0,031
4,0800	0,039
4,1000	0,049
4,1200	0,057
4,1400	0,064
4,1600	0,071
4,1800	0,077
4,2000	0,083
4,2200	0,090
4,2400	0,094
4,2600	0,099
4,2800	0,102
4,3000	0,105
4,3200	0,108
4,3400	0,110
4,3600	0,112
4,3800	0,112
4,4000	0,113
4,4200	0,113
4,4400	0,112
4,4600	0,110
4,4800	0,108
4,5000	0,107
4,5200	0,104
4,5400	0,102
4,5600	0,099
4,5800	0,096
4,6000	0,093
4,6200	0,088
4,6400	0,083
4,6600	0,080
4,6800	0,075
4,7000	0,069
4,7200	0,064
4,7400	0,058
4,7600	0,052
4,7800	0,046
4,8000	0,039
4,8200	0,033
4,8400	0,025
4,8600	0,017
4,8800	0,009
4,9000	0,002
4,9200	-0,006
4,9400	-0,016
4,9600	-0,025
4,9800	-0,035
5,0000	-0,044
5,0200	-0,053
5,0400	-0,063
5,0600	-0,074
5,0800	-0,083
5,1000	-0,093
5,1200	-0,104
5,1400	-0,113
5,1600	-0,124
5,1800	-0,134
5,2000	-0,145
5,2200	-0,154
5,2400	-0,163
5,2600	-0,171
5,2800	-0,181
5,3000	-0,188
5,3200	-0,196
5,3400	-0,204
5,3600	-0,210
5,3800	-0,217
5,4000	-0,221
5,4200	-0,226
5,4400	-0,231
5,4600	-0,234
5,4800	-0,237
5,5000	-0,239
5,5200	-0,242
5,5400	-0,243
5,5600	-0,243
5,5800	-0,243
5,6000	-0,243
5,6200	-0,240
5,6400	-0,239
5,6600	-0,237
5,6800	-0,234
5,7000	-0,231
5,7200	-0,226
5,7400	-0,223
5,7600	-0,218
5,7800	-0,214
5,8000	-0,207
5,8200	-0,201
5,8400	-0,195
5,8600	-0,188
5,8800	-0,181
5,9000	-0,174
5,9200	-0,165
5,9400	-0,157
5,9600	-0,149
5,9800	-0,140
6,0000	-0,130
6,0200	-0,121
6,0400	-0,112
6,0600	-0,101
6,0800	-0,091
6,1000	-0,080
6,1200	-0,069
6,1400	-0,060
6,1600	-0,049
6,1800	-0,038
6,2000	-0,027
6,2200	-0,017
6,2400	-0,006
6,2600	0,003
6,2800	0,014
6,3000	0,022
6,3200	0,031
6,3400	0,041
6,3600	0,050
6,3800	0,058
6,4000	0,064
6,4200	0,072
6,4400	0,079
6,4600	0,085
6,4800	0,090
6,5000	0,096
6,5200	0,101
6,5400	0,104
6,5600	0,107
6,5800	0,110
6,6000	0,112
6,6200	0,113
6,6400	0,113
6,6600	0,113
6,6800	0,113
6,7000	0,113
6,7200	0,112
6,7400	0,110
6,7600	0,108
6,7800	0,105
