1	4
2	3
3	6
4	25
5	1355
6	1350
7	1507
8	2458
9	4552
10	7590
11	10184
12	10267
13	7977
14	4998
15	3015
16	2006
17	1551
18	1492
19	1457
20	1299
21	1498
22	1417
23	1234
24	1261
25	1330
26	1455
27	1250
28	1403
29	1319
30	1412
31	1248
32	1389
33	1354
34	1201
35	1257
36	1245
37	1307
38	1318
39	1318
40	1227
41	1395
42	1283
43	1294
44	1280
45	1184
46	1255
47	1300
48	1269
49	1222
50	1229
51	1263
52	1214
53	1423
54	1319
55	1342
56	1305
57	1418
58	1475
59	1619
60	1615
61	1668
62	1525
63	1639
64	1687
65	1623
66	1680
67	1513
68	1741
69	1585
70	1511
71	1530
72	1544
73	1443
74	1466
75	1307
76	1524
77	1379
78	1375
79	1358
80	1343
81	1308
82	1332
83	1357
84	1355
85	1321
86	1369
87	1329
88	1339
89	1313
90	1264
91	1269
92	1195
93	1265
94	1270
95	1176
96	1300
97	1264
98	1263
99	1186
100	1231
101	1245
102	1290
103	1217
104	1325
105	1239
106	1187
107	1214
108	1286
109	1271
110	1182
111	1232
112	1276
113	1245
114	1202
115	1281
116	1335
117	1352
118	1325
119	1281
120	1255
121	1222
122	1341
123	1274
124	1262
125	1302
126	1325
127	1321
128	1346
129	1228
130	1279
131	1400
132	1347
133	1281
134	1368
135	1204
136	1296
137	1185
138	1150
139	1110
140	1164
141	1077
142	1075
143	1002
144	892
145	832
146	752
147	760
148	645
149	586
150	587
151	564
152	524
153	464
154	489
155	404
156	398
157	376
158	297
159	304
160	308
161	330
162	305
163	309
164	214
165	245
166	222
167	192
168	210
169	242
170	213
171	172
172	218
173	205
174	225
175	238
176	265
177	307
178	278
179	340
180	368
181	480
182	547
183	700
184	745
185	1020
186	1151
187	1338
188	1633
189	1854
190	2145
191	2409
192	2775
193	2991
194	3215
195	3623
196	3832
197	3800
198	4082
199	4224
200	4375
201	4399
202	4451
203	4319
204	4102
205	3989
206	3855
207	3533
208	3232
209	3031
210	2703
211	2508
212	2149
213	1858
214	1663
215	1551
216	1369
217	1124
218	967
219	839
220	787
221	716
222	587
223	553
224	456
225	440
226	362
227	346
228	318
229	290
230	305
231	239
232	217
233	203
234	203
235	236
236	224
237	183
238	170
239	167
240	146
241	122
242	123
243	109
244	105
245	123
246	114
247	85
248	121
249	83
250	99
251	73
252	74
253	93
254	103
255	74
256	64
257	81
258	82
259	59
260	56
261	76
262	58
263	62
264	70
265	56
266	85
267	52
268	57
269	53
270	37
271	43
272	58
273	49
274	40
275	26
276	62
277	33
278	36
279	46
280	70
281	39
282	52
283	54
284	49
285	34
286	8
287	34
288	35
289	29
290	30
291	31
292	46
293	36
294	51
295	15
296	31
297	31
298	17
299	15
300	47
301	21
302	30
303	29
304	23
305	11
306	16
307	12
308	24
309	21
310	1
311	9
312	21
313	-3
314	21
315	24
316	34
317	14
318	30
319	2
320	22
321	18
322	23
323	11
324	2
325	5
326	2
327	26
328	6
329	5
330	13
331	11
332	7
333	4
334	-14
335	-1
336	8
337	25
338	16
339	-6
340	5
341	14
342	-2
343	7
344	16
345	19
346	7
347	-3
348	22
349	23
350	4
351	6
352	5
353	6
354	13
355	5
356	-7
357	-7
358	7
359	4
360	-8
361	9
362	23
363	9
364	-1
365	-3
366	7
367	5
368	3
369	6
370	3
371	8
372	-2
373	4
374	-2
375	5
376	1
377	21
378	3
379	11
380	2
381	-4
382	5
383	-4
384	-5
385	1
386	-9
387	6
388	-9
389	6
390	-17
391	-14
392	3
393	7
394	0
395	2
396	5
397	13
398	0
399	11
400	-4
401	1
402	0
403	-10
404	-3
405	8
406	-3
407	1
408	13
409	5
410	1
411	3
412	4
413	8
414	2
415	-9
416	-2
417	3
418	7
419	-15
420	2
421	17
422	-8
423	6
424	9
425	5
426	-2
427	-7
428	11
429	-2
430	-8
431	7
432	4
433	-1
434	20
435	-7
436	-5
437	11
438	-11
439	0
440	-6
441	19
442	0
443	3
444	-13
445	-1
446	-5
447	3
448	3
449	1
450	9
451	0
452	-3
453	2
454	-10
455	3
456	6
457	4
458	-1
459	-1
460	0
461	9
462	-2
463	-8
464	5
465	11
466	0
467	9
468	2
469	2
470	-7
471	-6
472	1
473	7
474	4
475	-5
476	0
477	9
478	13
479	8
480	-2
481	1
482	2
483	11
484	-3
485	-5
486	5
487	5
488	3
489	5
490	3
491	10
492	-7
493	-7
494	-11
495	-2
496	3
497	-4
498	-2
499	2
500	-3
501	0
502	-6
503	0
504	-3
505	0
506	2
507	-5
508	3
509	0
510	-2
511	-2
512	8
513	7
514	3
515	0
516	-1
517	0
518	5
519	11
520	-6
521	2
522	-1
523	-2
524	1
525	-8
526	7
527	4
528	3
529	5
530	-2
531	4
532	3
533	-3
534	-1
535	0
536	-1
537	2
538	-1
539	2
540	4
541	-3
542	5
543	4
544	-4
545	9
546	0
547	3
548	4
549	4
550	-9
551	-5
552	-3
553	6
554	0
555	0
556	-1
557	-2
558	6
559	2
560	3
561	-1
562	4
563	-4
564	-5
565	1
566	-6
567	-2
568	-1
569	4
570	0
571	2
572	-6
573	-2
574	0
575	-10
576	5
577	9
578	-1
579	4
580	2
581	2
582	1
583	1
584	1
585	-1
586	-1
587	6
588	2
589	5
590	1
591	1
592	6
593	7
594	-3
595	-1
596	-4
597	4
598	8
599	-3
600	3
601	0
602	-3
603	-4
604	1
605	-1
606	4
607	2
608	0
609	-1
610	7
611	1
612	-8
613	-2
614	-9
615	8
616	20
617	10
618	4
619	-1
620	0
621	-2
622	-2
623	-5
624	-4
625	1
626	-5
627	5
628	-5
629	1
630	-2
631	-2
632	1
633	0
634	-3
635	2
636	1
637	-1
638	-3
639	2
640	1
641	1
642	0
643	4
644	-1
645	-1
646	0
647	-2
648	-1
649	2
650	-2
651	-2
652	4
653	-4
654	-3
655	1
656	-3
657	-1
658	-1
659	0
660	-2
661	-4
662	-1
663	3
664	0
665	0
666	3
667	-1
668	2
669	-4
670	-1
671	-2
672	0
673	3
674	1
675	1
676	0
677	-2
678	-1
679	-1
680	-2
681	0
682	3
683	1
684	0
685	3
686	-4
687	2
688	0
689	-3
690	2
691	-3
692	-1
693	3
694	4
695	0
696	-4
697	-3
698	-1
699	1
700	6
701	2
702	3
703	-2
704	-1
705	-1
706	2
707	2
708	-4
709	-2
710	1
711	-2
712	1
713	-1
714	-2
715	3
716	0
717	-1
718	-5
719	-2
720	-1
721	-1
722	-2
723	0
724	-2
725	0
726	-2
727	0
728	2
729	0
730	5
731	4
732	2
733	-1
734	1
735	2
736	1
737	0
738	-2
739	-4
740	1
741	-6
742	2
743	2
744	-1
745	-2
746	2
747	0
748	-1
749	0
750	3
751	3
752	0
753	6
754	-1
755	0
756	-1
757	-1
758	0
759	3
760	-2
761	-1
762	0
763	2
764	1
765	2
766	-2
767	-2
768	1
769	-4
770	-1
771	2
772	-2
773	-1
774	-2
775	0
776	2
777	0
778	2
779	0
780	-3
781	1
782	-1
783	-4
784	-3
785	0
786	0
787	1
788	4
789	-2
790	0
791	1
792	1
793	1
794	1
795	1
796	-1
797	1
798	-1
799	0
800	0
801	0
802	-1
803	0
804	1
